cpu_usage,memory_usage,running_processes,battery_percent,timestamp,suggestions
1.4,48.3,225,,2025-11-07 18:23:23,Too many processes running — consider disabling startup programs.
2.1,48.3,225,,2025-11-07 18:23:35,Too many processes running — consider disabling startup programs.
0.6,48.3,225,,2025-11-07 18:23:46,Too many processes running — consider disabling startup programs.
1.5,48.3,225,,2025-11-07 18:23:57,Too many processes running — consider disabling startup programs.
2.3,48.3,225,,2025-11-07 18:24:08,Too many processes running — consider disabling startup programs.
1.6,48.3,225,,2025-11-07 18:24:19,Too many processes running — consider disabling startup programs.
0.8,48.2,224,,2025-11-07 18:24:30,Too many processes running — consider disabling startup programs.
0.4,48.2,224,,2025-11-07 18:24:41,Too many processes running — consider disabling startup programs.
0.6,48.1,221,,2025-11-07 18:24:52,Too many processes running — consider disabling startup programs.
0.6,48.1,221,,2025-11-07 18:25:03,Too many processes running — consider disabling startup programs.
0.8,48.1,221,,2025-11-07 18:25:15,Too many processes running — consider disabling startup programs.
0.2,48.1,221,,2025-11-07 18:25:26,Too many processes running — consider disabling startup programs.
0.6,48.1,221,,2025-11-07 18:25:37,Too many processes running — consider disabling startup programs.
31.8,48.5,231,,2025-11-07 18:25:48,Too many processes running — consider disabling startup programs.
1.9,48.5,228,,2025-11-07 18:25:59,Too many processes running — consider disabling startup programs.
1.4,46.0,228,,2025-11-07 18:26:10,Too many processes running — consider disabling startup programs.
0.8,45.9,227,,2025-11-07 18:26:21,Too many processes running — consider disabling startup programs.
1.0,45.9,227,,2025-11-07 18:26:32,Too many processes running — consider disabling startup programs.
0.6,45.9,227,,2025-11-07 18:26:44,Too many processes running — consider disabling startup programs.
0.6,45.9,225,,2025-11-07 18:26:55,Too many processes running — consider disabling startup programs.
1.8,45.9,225,,2025-11-07 18:27:06,Too many processes running — consider disabling startup programs.
0.8,45.9,225,,2025-11-07 18:27:17,Too many processes running — consider disabling startup programs.
0.2,45.9,224,,2025-11-07 18:27:28,Too many processes running — consider disabling startup programs.
2.1,45.9,224,,2025-11-07 18:27:39,Too many processes running — consider disabling startup programs.
1.6,45.7,222,,2025-11-07 18:27:50,Too many processes running — consider disabling startup programs.
0.8,45.7,221,,2025-11-07 18:28:01,Too many processes running — consider disabling startup programs.
1.2,45.7,221,,2025-11-07 18:28:12,Too many processes running — consider disabling startup programs.
0.0,45.7,221,,2025-11-07 18:28:24,Too many processes running — consider disabling startup programs.
1.9,45.7,221,,2025-11-07 18:28:35,Too many processes running — consider disabling startup programs.
0.6,45.7,221,,2025-11-07 18:28:46,Too many processes running — consider disabling startup programs.
1.4,45.7,221,,2025-11-07 18:28:57,Too many processes running — consider disabling startup programs.
0.6,45.7,221,,2025-11-07 18:29:08,Too many processes running — consider disabling startup programs.
0.4,45.7,221,,2025-11-07 18:29:19,Too many processes running — consider disabling startup programs.
0.4,45.6,221,,2025-11-07 18:29:30,Too many processes running — consider disabling startup programs.
0.6,45.6,221,,2025-11-07 18:29:41,Too many processes running — consider disabling startup programs.
1.2,45.6,221,,2025-11-07 18:29:52,Too many processes running — consider disabling startup programs.
0.4,45.6,221,,2025-11-07 18:30:04,Too many processes running — consider disabling startup programs.
0.6,45.6,221,,2025-11-07 18:30:15,Too many processes running — consider disabling startup programs.
0.4,45.6,221,,2025-11-07 18:30:26,Too many processes running — consider disabling startup programs.
0.2,45.6,221,,2025-11-07 18:30:37,Too many processes running — consider disabling startup programs.
1.3,45.6,222,,2025-11-07 18:30:48,Too many processes running — consider disabling startup programs.
0.2,45.6,223,,2025-11-07 18:30:59,Too many processes running — consider disabling startup programs.
0.2,45.7,223,,2025-11-07 18:31:10,Too many processes running — consider disabling startup programs.
0.2,45.7,223,,2025-11-07 18:31:21,Too many processes running — consider disabling startup programs.
0.4,45.6,223,,2025-11-07 18:31:33,Too many processes running — consider disabling startup programs.
2.0,45.6,223,,2025-11-07 18:31:44,Too many processes running — consider disabling startup programs.
0.8,45.6,223,,2025-11-07 18:31:55,Too many processes running — consider disabling startup programs.
0.0,45.7,223,,2025-11-07 18:32:06,Too many processes running — consider disabling startup programs.
0.4,45.7,223,,2025-11-07 18:32:17,Too many processes running — consider disabling startup programs.
0.2,45.9,223,,2025-11-07 18:32:28,Too many processes running — consider disabling startup programs.
2.1,45.9,223,,2025-11-07 18:32:39,Too many processes running — consider disabling startup programs.
0.2,45.9,223,,2025-11-07 18:32:50,Too many processes running — consider disabling startup programs.
0.2,45.9,223,,2025-11-07 18:33:01,Too many processes running — consider disabling startup programs.
1.2,45.9,223,,2025-11-07 18:33:13,Too many processes running — consider disabling startup programs.
1.4,45.9,223,,2025-11-07 18:33:24,Too many processes running — consider disabling startup programs.
0.6,45.9,223,,2025-11-07 18:33:35,Too many processes running — consider disabling startup programs.
0.4,45.9,223,,2025-11-07 18:33:46,Too many processes running — consider disabling startup programs.
2.3,45.9,223,,2025-11-07 18:33:57,Too many processes running — consider disabling startup programs.
0.4,45.9,223,,2025-11-07 18:34:08,Too many processes running — consider disabling startup programs.
1.0,45.9,223,,2025-11-07 18:34:19,Too many processes running — consider disabling startup programs.
0.6,46.0,223,,2025-11-07 18:34:30,Too many processes running — consider disabling startup programs.
0.4,46.0,223,,2025-11-07 18:34:41,Too many processes running — consider disabling startup programs.
0.4,46.0,223,,2025-11-07 18:34:53,Too many processes running — consider disabling startup programs.
1.0,45.9,223,,2025-11-07 18:35:04,Too many processes running — consider disabling startup programs.
1.2,45.9,223,,2025-11-07 18:35:15,Too many processes running — consider disabling startup programs.
1.0,45.9,223,,2025-11-07 18:35:26,Too many processes running — consider disabling startup programs.
1.0,45.9,223,,2025-11-07 18:35:37,Too many processes running — consider disabling startup programs.
0.0,45.9,223,,2025-11-07 18:35:48,Too many processes running — consider disabling startup programs.
1.0,45.9,222,,2025-11-07 18:35:59,Too many processes running — consider disabling startup programs.
0.4,45.9,222,,2025-11-07 18:36:10,Too many processes running — consider disabling startup programs.
0.2,45.9,222,,2025-11-07 18:36:22,Too many processes running — consider disabling startup programs.
0.4,45.9,222,,2025-11-07 18:36:33,Too many processes running — consider disabling startup programs.
0.6,45.9,222,,2025-11-07 18:36:44,Too many processes running — consider disabling startup programs.
0.8,45.9,222,,2025-11-07 18:36:55,Too many processes running — consider disabling startup programs.
0.8,45.9,222,,2025-11-07 18:37:06,Too many processes running — consider disabling startup programs.
0.0,45.9,222,,2025-11-07 18:37:17,Too many processes running — consider disabling startup programs.
1.0,45.9,222,,2025-11-07 18:37:28,Too many processes running — consider disabling startup programs.
0.6,45.9,222,,2025-11-07 18:37:39,Too many processes running — consider disabling startup programs.
1.2,45.9,222,,2025-11-07 18:37:50,Too many processes running — consider disabling startup programs.
0.4,45.9,222,,2025-11-07 18:38:02,Too many processes running — consider disabling startup programs.
0.2,45.9,221,,2025-11-07 18:38:13,Too many processes running — consider disabling startup programs.
0.4,45.9,221,,2025-11-07 18:38:24,Too many processes running — consider disabling startup programs.
1.6,45.9,221,,2025-11-07 18:38:35,Too many processes running — consider disabling startup programs.
1.2,45.9,225,,2025-11-07 18:38:46,Too many processes running — consider disabling startup programs.
1.0,45.9,221,,2025-11-07 18:38:57,Too many processes running — consider disabling startup programs.
1.8,45.9,221,,2025-11-07 18:39:08,Too many processes running — consider disabling startup programs.
0.6,45.9,221,,2025-11-07 18:39:19,Too many processes running — consider disabling startup programs.
0.4,45.9,221,,2025-11-07 18:39:30,Too many processes running — consider disabling startup programs.
0.8,45.9,221,,2025-11-07 18:39:42,Too many processes running — consider disabling startup programs.
0.6,45.9,221,,2025-11-07 18:39:53,Too many processes running — consider disabling startup programs.
1.6,45.9,221,,2025-11-07 18:40:04,Too many processes running — consider disabling startup programs.
0.2,45.9,221,,2025-11-07 18:40:15,Too many processes running — consider disabling startup programs.
0.4,45.9,221,,2025-11-07 18:40:26,Too many processes running — consider disabling startup programs.
1.4,45.9,221,,2025-11-07 18:40:37,Too many processes running — consider disabling startup programs.
0.8,45.9,221,,2025-11-07 18:40:48,Too many processes running — consider disabling startup programs.
18.0,48.1,225,,2025-11-07 18:40:59,Too many processes running — consider disabling startup programs.
7.9,48.3,225,,2025-11-07 18:41:11,Too many processes running — consider disabling startup programs.
4.5,48.7,225,,2025-11-07 18:41:22,Too many processes running — consider disabling startup programs.
2.7,48.8,224,,2025-11-07 18:41:33,Too many processes running — consider disabling startup programs.
1.2,48.4,224,,2025-11-07 18:41:44,Too many processes running — consider disabling startup programs.
2.4,48.3,224,,2025-11-07 18:41:55,Too many processes running — consider disabling startup programs.
2.0,48.3,224,,2025-11-07 18:42:06,Too many processes running — consider disabling startup programs.
0.8,48.5,224,,2025-11-07 18:42:17,Too many processes running — consider disabling startup programs.
9.4,48.6,224,,2025-11-07 18:42:28,Too many processes running — consider disabling startup programs.
1.8,48.5,224,,2025-11-07 18:42:39,Too many processes running — consider disabling startup programs.
0.4,48.5,225,,2025-11-07 18:42:51,Too many processes running — consider disabling startup programs.
3.3,48.5,225,,2025-11-07 18:43:02,Too many processes running — consider disabling startup programs.
11.5,48.8,229,,2025-11-07 18:43:13,Too many processes running — consider disabling startup programs.
8.4,48.7,228,,2025-11-07 18:43:24,Too many processes running — consider disabling startup programs.
6.4,48.8,227,,2025-11-07 18:43:35,Too many processes running — consider disabling startup programs.
7.2,47.7,225,,2025-11-07 18:43:46,Too many processes running — consider disabling startup programs.
4.9,47.7,225,,2025-11-07 18:43:57,Too many processes running — consider disabling startup programs.
22.5,46.9,220,,2025-11-07 18:44:08,Too many processes running — consider disabling startup programs.
1.6,47.4,225,,2025-11-07 18:44:20,Too many processes running — consider disabling startup programs.
1.0,47.3,225,,2025-11-07 18:44:31,Too many processes running — consider disabling startup programs.
10.0,47.1,225,,2025-11-07 18:44:42,Too many processes running — consider disabling startup programs.
4.5,47.1,224,,2025-11-07 18:44:53,Too many processes running — consider disabling startup programs.
27.9,47.0,224,,2025-11-07 18:45:04,Too many processes running — consider disabling startup programs.
2.9,46.8,224,,2025-11-07 18:45:15,Too many processes running — consider disabling startup programs.
1.8,46.9,224,,2025-11-07 18:45:26,Too many processes running — consider disabling startup programs.
0.8,46.8,224,,2025-11-07 18:45:37,Too many processes running — consider disabling startup programs.
0.2,46.8,224,,2025-11-07 18:45:48,Too many processes running — consider disabling startup programs.
0.4,47.0,223,,2025-11-07 18:46:00,Too many processes running — consider disabling startup programs.
1.3,46.9,223,,2025-11-07 18:46:11,Too many processes running — consider disabling startup programs.
0.6,46.8,223,,2025-11-07 18:46:22,Too many processes running — consider disabling startup programs.
0.6,46.8,223,,2025-11-07 18:46:33,Too many processes running — consider disabling startup programs.
8.2,47.0,223,,2025-11-07 18:46:44,Too many processes running — consider disabling startup programs.
2.7,47.0,223,,2025-11-07 18:46:55,Too many processes running — consider disabling startup programs.
2.1,46.9,223,,2025-11-07 18:47:06,Too many processes running — consider disabling startup programs.
1.9,47.1,223,,2025-11-07 18:47:17,Too many processes running — consider disabling startup programs.
1.6,47.0,223,,2025-11-07 18:47:28,Too many processes running — consider disabling startup programs.
11.9,47.2,223,,2025-11-07 18:47:40,Too many processes running — consider disabling startup programs.
5.1,47.4,222,,2025-11-07 18:47:51,Too many processes running — consider disabling startup programs.
1.6,47.3,222,,2025-11-07 18:48:02,Too many processes running — consider disabling startup programs.
7.5,47.4,222,,2025-11-07 18:48:13,Too many processes running — consider disabling startup programs.
8.0,47.5,222,,2025-11-07 18:48:24,Too many processes running — consider disabling startup programs.
0.6,47.4,222,,2025-11-07 18:48:35,Too many processes running — consider disabling startup programs.
7.2,47.4,222,,2025-11-07 18:48:46,Too many processes running — consider disabling startup programs.
25.7,47.1,224,,2025-11-07 18:48:57,Too many processes running — consider disabling startup programs.
6.4,47.0,223,,2025-11-07 18:49:09,Too many processes running — consider disabling startup programs.
4.5,47.0,223,,2025-11-07 18:49:20,Too many processes running — consider disabling startup programs.
9.0,47.1,226,,2025-11-07 18:49:31,Too many processes running — consider disabling startup programs.
3.9,47.1,225,,2025-11-07 18:49:42,Too many processes running — consider disabling startup programs.
1.0,46.9,225,,2025-11-07 18:49:53,Too many processes running — consider disabling startup programs.
0.4,46.9,228,,2025-11-07 18:50:04,Too many processes running — consider disabling startup programs.
1.2,46.9,227,,2025-11-07 18:50:15,Too many processes running — consider disabling startup programs.
7.7,46.9,228,,2025-11-07 18:50:26,Too many processes running — consider disabling startup programs.
0.2,47.0,230,,2025-11-07 18:50:38,Too many processes running — consider disabling startup programs.
8.3,47.1,233,,2025-11-07 18:50:49,Too many processes running — consider disabling startup programs.
0.6,46.9,232,,2025-11-07 18:51:00,Too many processes running — consider disabling startup programs.
0.4,46.9,232,,2025-11-07 18:51:11,Too many processes running — consider disabling startup programs.
0.2,46.8,232,,2025-11-07 18:51:22,Too many processes running — consider disabling startup programs.
1.6,47.0,231,,2025-11-07 18:51:33,Too many processes running — consider disabling startup programs.
2.3,46.9,231,,2025-11-07 18:51:44,Too many processes running — consider disabling startup programs.
16.3,47.1,228,,2025-11-07 18:51:56,Too many processes running — consider disabling startup programs.
0.8,47.2,228,,2025-11-07 18:52:07,Too many processes running — consider disabling startup programs.
3.7,47.5,230,,2025-11-07 18:52:18,Too many processes running — consider disabling startup programs.
2.0,47.5,231,,2025-11-07 18:52:29,Too many processes running — consider disabling startup programs.
1.0,47.5,231,,2025-11-07 18:52:40,Too many processes running — consider disabling startup programs.
0.0,47.5,231,,2025-11-07 18:52:51,Too many processes running — consider disabling startup programs.
0.2,47.4,230,,2025-11-07 18:53:02,Too many processes running — consider disabling startup programs.
1.4,47.4,230,,2025-11-07 18:53:13,Too many processes running — consider disabling startup programs.
3.7,47.5,230,,2025-11-07 18:53:24,Too many processes running — consider disabling startup programs.
3.7,47.4,228,,2025-11-07 18:53:36,Too many processes running — consider disabling startup programs.
2.1,47.4,230,,2025-11-07 18:53:47,Too many processes running — consider disabling startup programs.
3.3,47.4,230,,2025-11-07 18:53:58,Too many processes running — consider disabling startup programs.
2.9,47.2,229,,2025-11-07 18:54:09,Too many processes running — consider disabling startup programs.
2.4,47.3,229,,2025-11-07 18:54:20,Too many processes running — consider disabling startup programs.
4.5,47.5,229,,2025-11-07 18:54:31,Too many processes running — consider disabling startup programs.
0.4,47.5,229,,2025-11-07 18:54:42,Too many processes running — consider disabling startup programs.
0.8,47.3,228,,2025-11-07 18:54:53,Too many processes running — consider disabling startup programs.
5.6,47.4,230,,2025-11-07 18:55:04,Too many processes running — consider disabling startup programs.
13.2,47.8,231,,2025-11-07 18:55:16,Too many processes running — consider disabling startup programs.
0.6,47.4,232,,2025-11-07 18:55:27,Too many processes running — consider disabling startup programs.
4.6,47.4,232,,2025-11-07 18:55:38,Too many processes running — consider disabling startup programs.
1.0,47.3,232,,2025-11-07 18:55:49,Too many processes running — consider disabling startup programs.
1.0,47.1,228,,2025-11-07 18:56:00,Too many processes running — consider disabling startup programs.
1.0,47.1,229,,2025-11-07 18:56:11,Too many processes running — consider disabling startup programs.
1.2,47.0,227,,2025-11-07 18:56:22,Too many processes running — consider disabling startup programs.
2.7,47.0,227,,2025-11-07 18:56:33,Too many processes running — consider disabling startup programs.
3.5,47.0,227,,2025-11-07 18:56:45,Too many processes running — consider disabling startup programs.
2.5,47.0,226,,2025-11-07 18:56:56,Too many processes running — consider disabling startup programs.
0.4,46.9,226,,2025-11-07 18:57:07,Too many processes running — consider disabling startup programs.
8.2,46.9,226,,2025-11-07 18:57:18,Too many processes running — consider disabling startup programs.
1.0,47.2,226,,2025-11-07 18:57:29,Too many processes running — consider disabling startup programs.
9.7,46.1,220,,2025-11-07 18:57:40,Too many processes running — consider disabling startup programs.
10.5,46.2,219,,2025-11-07 18:57:51,Too many processes running — consider disabling startup programs.
4.5,46.9,221,,2025-11-07 18:58:02,Too many processes running — consider disabling startup programs.
2.5,47.0,221,,2025-11-07 18:58:14,Too many processes running — consider disabling startup programs.
1.0,46.8,220,,2025-11-07 18:58:25,Too many processes running — consider disabling startup programs.
3.7,46.6,219,,2025-11-07 18:58:36,Too many processes running — consider disabling startup programs.
0.2,46.8,219,,2025-11-07 18:58:47,Too many processes running — consider disabling startup programs.
0.2,46.6,219,,2025-11-07 18:58:58,Too many processes running — consider disabling startup programs.
1.0,46.6,219,,2025-11-07 18:59:09,Too many processes running — consider disabling startup programs.
0.4,46.6,219,,2025-11-07 18:59:20,Too many processes running — consider disabling startup programs.
4.5,46.7,219,,2025-11-07 18:59:31,Too many processes running — consider disabling startup programs.
1.8,46.5,219,,2025-11-07 18:59:42,Too many processes running — consider disabling startup programs.
12.9,46.1,217,,2025-11-07 18:59:54,Too many processes running — consider disabling startup programs.
1.9,46.0,216,,2025-11-07 19:00:05,Too many processes running — consider disabling startup programs.
21.1,46.8,219,,2025-11-07 19:00:16,Too many processes running — consider disabling startup programs.
39.7,47.4,217,,2025-11-07 19:00:27,Too many processes running — consider disabling startup programs.
1.0,48.0,217,,2025-11-07 19:00:38,Too many processes running — consider disabling startup programs.
5.5,48.8,216,,2025-11-07 19:00:49,Too many processes running — consider disabling startup programs.
9.9,48.2,216,,2025-11-07 19:01:00,Too many processes running — consider disabling startup programs.
0.4,48.1,216,,2025-11-07 19:01:11,Too many processes running — consider disabling startup programs.
1.9,47.3,215,,2025-11-07 19:01:23,Too many processes running — consider disabling startup programs.
3.3,47.2,215,,2025-11-07 19:01:34,Too many processes running — consider disabling startup programs.
1.8,47.2,215,,2025-11-07 19:01:45,Too many processes running — consider disabling startup programs.
2.7,47.1,213,,2025-11-07 19:01:56,Too many processes running — consider disabling startup programs.
1.4,47.1,213,,2025-11-07 19:02:07,Too many processes running — consider disabling startup programs.
11.7,47.5,213,,2025-11-07 19:02:18,Too many processes running — consider disabling startup programs.
0.6,47.5,213,,2025-11-07 19:02:29,Too many processes running — consider disabling startup programs.
5.4,47.6,213,,2025-11-07 19:02:40,Too many processes running — consider disabling startup programs.
3.1,47.6,213,,2025-11-07 19:02:51,Too many processes running — consider disabling startup programs.
2.1,47.5,212,,2025-11-07 19:03:03,Too many processes running — consider disabling startup programs.
9.7,47.5,212,,2025-11-07 19:03:14,Too many processes running — consider disabling startup programs.
7.7,47.5,212,,2025-11-07 19:03:25,Too many processes running — consider disabling startup programs.
3.9,47.5,212,,2025-11-07 19:03:36,Too many processes running — consider disabling startup programs.
8.2,47.5,211,,2025-11-07 19:03:47,Too many processes running — consider disabling startup programs.
1.4,47.4,211,,2025-11-07 19:03:58,Too many processes running — consider disabling startup programs.
1.0,47.5,211,,2025-11-07 19:04:09,Too many processes running — consider disabling startup programs.
3.9,47.4,211,,2025-11-07 19:04:20,Too many processes running — consider disabling startup programs.
3.5,47.5,211,,2025-11-07 19:04:32,Too many processes running — consider disabling startup programs.
17.0,48.5,216,,2025-11-07 19:04:43,Too many processes running — consider disabling startup programs.
0.4,48.6,214,,2025-11-07 19:04:54,Too many processes running — consider disabling startup programs.
0.2,48.5,214,,2025-11-07 19:05:05,Too many processes running — consider disabling startup programs.
1.4,48.6,214,,2025-11-07 19:05:16,Too many processes running — consider disabling startup programs.
1.8,48.2,213,,2025-11-07 19:05:27,Too many processes running — consider disabling startup programs.
0.6,48.3,213,,2025-11-07 19:05:38,Too many processes running — consider disabling startup programs.
4.3,48.3,213,,2025-11-07 19:05:49,Too many processes running — consider disabling startup programs.
3.3,48.2,213,,2025-11-07 19:06:01,Too many processes running — consider disabling startup programs.
6.3,48.3,213,,2025-11-07 19:06:12,Too many processes running — consider disabling startup programs.
9.6,48.2,213,,2025-11-07 19:06:23,Too many processes running — consider disabling startup programs.
3.7,47.9,213,,2025-11-07 19:06:34,Too many processes running — consider disabling startup programs.
3.3,47.9,213,,2025-11-07 19:06:45,Too many processes running — consider disabling startup programs.
2.0,47.8,213,,2025-11-07 19:06:56,Too many processes running — consider disabling startup programs.
1.6,47.8,213,,2025-11-07 19:07:07,Too many processes running — consider disabling startup programs.
0.8,47.8,213,,2025-11-07 19:07:18,Too many processes running — consider disabling startup programs.
0.0,47.8,213,,2025-11-07 19:07:29,Too many processes running — consider disabling startup programs.
0.4,47.8,212,,2025-11-07 19:07:41,Too many processes running — consider disabling startup programs.
15.7,47.8,212,,2025-11-07 19:07:52,Too many processes running — consider disabling startup programs.
31.1,51.0,215,,2025-11-07 19:08:03,Too many processes running — consider disabling startup programs.
15.2,47.8,215,,2025-11-07 19:08:14,Too many processes running — consider disabling startup programs.
10.7,47.8,215,,2025-11-07 19:08:25,Too many processes running — consider disabling startup programs.
7.4,47.6,214,,2025-11-07 19:08:36,Too many processes running — consider disabling startup programs.
3.7,47.6,214,,2025-11-07 19:08:47,Too many processes running — consider disabling startup programs.
5.1,47.6,214,,2025-11-07 19:08:58,Too many processes running — consider disabling startup programs.
3.5,47.7,214,,2025-11-07 19:09:09,Too many processes running — consider disabling startup programs.
6.0,47.8,216,,2025-11-07 19:09:21,Too many processes running — consider disabling startup programs.
2.7,47.7,216,,2025-11-07 19:09:32,Too many processes running — consider disabling startup programs.
9.7,47.8,216,,2025-11-07 19:09:43,Too many processes running — consider disabling startup programs.
2.3,48.4,214,,2025-11-07 19:09:54,Too many processes running — consider disabling startup programs.
4.4,48.4,213,,2025-11-07 19:10:05,Too many processes running — consider disabling startup programs.
1.9,48.3,213,,2025-11-07 19:10:16,Too many processes running — consider disabling startup programs.
8.3,48.1,213,,2025-11-07 19:10:27,Too many processes running — consider disabling startup programs.
1.0,48.1,213,,2025-11-07 19:10:38,Too many processes running — consider disabling startup programs.
0.8,48.2,213,,2025-11-07 19:10:50,Too many processes running — consider disabling startup programs.
4.5,48.1,213,,2025-11-07 19:11:01,Too many processes running — consider disabling startup programs.
10.1,48.3,213,,2025-11-07 19:11:12,Too many processes running — consider disabling startup programs.
8.4,48.2,213,,2025-11-07 19:11:23,Too many processes running — consider disabling startup programs.
0.8,48.3,212,,2025-11-07 19:11:34,Too many processes running — consider disabling startup programs.
1.7,48.6,212,,2025-11-07 19:11:45,Too many processes running — consider disabling startup programs.
3.9,48.4,212,,2025-11-07 19:11:56,Too many processes running — consider disabling startup programs.
3.0,48.5,212,,2025-11-07 19:12:07,Too many processes running — consider disabling startup programs.
5.3,48.5,212,,2025-11-07 19:12:19,Too many processes running — consider disabling startup programs.
3.3,48.4,212,,2025-11-07 19:12:30,Too many processes running — consider disabling startup programs.
4.1,48.4,212,,2025-11-07 19:12:41,Too many processes running — consider disabling startup programs.
6.3,48.2,212,,2025-11-07 19:12:52,Too many processes running — consider disabling startup programs.
2.5,48.3,212,,2025-11-07 19:13:03,Too many processes running — consider disabling startup programs.
2.9,48.4,212,,2025-11-07 19:13:14,Too many processes running — consider disabling startup programs.
6.2,48.3,212,,2025-11-07 19:13:25,Too many processes running — consider disabling startup programs.
1.2,48.5,212,,2025-11-07 19:13:36,Too many processes running — consider disabling startup programs.
5.9,48.6,212,,2025-11-07 19:13:47,Too many processes running — consider disabling startup programs.
4.3,48.4,212,,2025-11-07 19:13:59,Too many processes running — consider disabling startup programs.
1.8,48.4,212,,2025-11-07 19:14:10,Too many processes running — consider disabling startup programs.
3.7,48.4,211,,2025-11-07 19:14:21,Too many processes running — consider disabling startup programs.
0.4,48.4,211,,2025-11-07 19:14:32,Too many processes running — consider disabling startup programs.
4.3,48.5,211,,2025-11-07 19:14:43,Too many processes running — consider disabling startup programs.
7.5,48.5,211,,2025-11-07 19:14:54,Too many processes running — consider disabling startup programs.
1.4,48.4,211,,2025-11-07 19:15:05,Too many processes running — consider disabling startup programs.
2.9,48.6,211,,2025-11-07 19:15:16,Too many processes running — consider disabling startup programs.
3.3,48.5,213,,2025-11-07 19:15:28,Too many processes running — consider disabling startup programs.
1.2,48.4,213,,2025-11-07 19:15:39,Too many processes running — consider disabling startup programs.
3.1,48.4,213,,2025-11-07 19:15:50,Too many processes running — consider disabling startup programs.
7.6,48.8,216,,2025-11-07 19:16:01,Too many processes running — consider disabling startup programs.
0.2,48.8,215,,2025-11-07 19:16:12,Too many processes running — consider disabling startup programs.
0.8,48.7,215,,2025-11-07 19:16:23,Too many processes running — consider disabling startup programs.
5.8,48.9,215,,2025-11-07 19:16:34,Too many processes running — consider disabling startup programs.
2.1,49.1,215,,2025-11-07 19:16:45,Too many processes running — consider disabling startup programs.
4.7,49.1,216,,2025-11-07 19:16:56,Too many processes running — consider disabling startup programs.
2.7,49.1,216,,2025-11-07 19:17:08,Too many processes running — consider disabling startup programs.
3.9,49.1,216,,2025-11-07 19:17:19,Too many processes running — consider disabling startup programs.
2.1,48.9,215,,2025-11-07 19:17:30,Too many processes running — consider disabling startup programs.
10.5,49.1,215,,2025-11-07 19:17:41,Too many processes running — consider disabling startup programs.
1.8,49.0,213,,2025-11-07 19:17:52,Too many processes running — consider disabling startup programs.
1.4,48.9,213,,2025-11-07 19:18:03,Too many processes running — consider disabling startup programs.
2.0,48.4,213,,2025-11-07 19:18:14,Too many processes running — consider disabling startup programs.
2.0,48.4,213,,2025-11-07 19:18:25,Too many processes running — consider disabling startup programs.
2.5,48.5,213,,2025-11-07 19:18:37,Too many processes running — consider disabling startup programs.
2.7,48.5,213,,2025-11-07 19:18:48,Too many processes running — consider disabling startup programs.
2.9,48.5,213,,2025-11-07 19:18:59,Too many processes running — consider disabling startup programs.
2.3,48.5,213,,2025-11-07 19:19:10,Too many processes running — consider disabling startup programs.
7.0,48.5,213,,2025-11-07 19:19:21,Too many processes running — consider disabling startup programs.
2.2,48.5,213,,2025-11-07 19:19:32,Too many processes running — consider disabling startup programs.
13.7,48.2,213,,2025-11-07 19:19:43,Too many processes running — consider disabling startup programs.
2.9,48.2,213,,2025-11-07 19:19:54,Too many processes running — consider disabling startup programs.
3.5,48.3,213,,2025-11-07 19:20:05,Too many processes running — consider disabling startup programs.
1.4,48.2,213,,2025-11-07 19:20:17,Too many processes running — consider disabling startup programs.
2.3,48.2,213,,2025-11-07 19:20:28,Too many processes running — consider disabling startup programs.
6.0,48.3,216,,2025-11-07 19:20:39,Too many processes running — consider disabling startup programs.
2.0,48.2,214,,2025-11-07 19:20:50,Too many processes running — consider disabling startup programs.
2.0,48.1,215,,2025-11-07 19:21:01,Too many processes running — consider disabling startup programs.
1.2,48.1,215,,2025-11-07 19:21:12,Too many processes running — consider disabling startup programs.
0.8,48.1,214,,2025-11-07 19:21:23,Too many processes running — consider disabling startup programs.
3.1,48.1,214,,2025-11-07 19:21:34,Too many processes running — consider disabling startup programs.
2.5,48.2,215,,2025-11-07 19:21:45,Too many processes running — consider disabling startup programs.
4.1,48.1,215,,2025-11-07 19:21:57,Too many processes running — consider disabling startup programs.
0.8,48.2,215,,2025-11-07 19:22:08,Too many processes running — consider disabling startup programs.
0.0,48.2,215,,2025-11-07 19:22:19,Too many processes running — consider disabling startup programs.
0.4,48.2,215,,2025-11-07 19:22:30,Too many processes running — consider disabling startup programs.
0.4,48.1,215,,2025-11-07 19:22:41,Too many processes running — consider disabling startup programs.
3.1,48.1,215,,2025-11-07 19:22:52,Too many processes running — consider disabling startup programs.
1.8,48.1,215,,2025-11-07 19:23:03,Too many processes running — consider disabling startup programs.
8.7,48.2,214,,2025-11-07 19:23:14,Too many processes running — consider disabling startup programs.
24.6,48.4,215,,2025-11-07 19:23:26,Too many processes running — consider disabling startup programs.
0.6,48.4,215,,2025-11-07 19:23:37,Too many processes running — consider disabling startup programs.
0.8,48.4,215,,2025-11-07 19:23:48,Too many processes running — consider disabling startup programs.
1.8,48.5,215,,2025-11-07 19:23:59,Too many processes running — consider disabling startup programs.
5.2,48.8,214,,2025-11-07 19:24:10,Too many processes running — consider disabling startup programs.
2.3,48.7,215,,2025-11-07 19:24:21,Too many processes running — consider disabling startup programs.
3.3,48.7,215,,2025-11-07 19:24:32,Too many processes running — consider disabling startup programs.
3.2,48.8,215,,2025-11-07 19:24:43,Too many processes running — consider disabling startup programs.
